Column1,Column2,Column3,Column4
海易办,life,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\life\海易办\acn_535_net2.opt.tnnmodel
蜜萌,communication,fdmodel.bin,E:\mobilesec\apps\communication\蜜萌\fdmodel.bin
前海期货博易,finance,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\finance\前海期货博易\1105_mbv2_eye_ch3.opt.tnnmodel
换机助手,system,detect_model.bin,E:\mobilesec\apps\system\换机助手\detect_model.bin
街唱,communication,filter_antique.model,E:\mobilesec\apps\communication\街唱\filter_antique.model
花娃,shopping,quality_model_secret.bin,E:\mobilesec\apps\shopping\花娃\quality_model_secret.bin
柑橘直播,video,2.model,E:\mobilesec\apps\video\柑橘直播\2.model
晚约,communication,portrait.model,E:\mobilesec\apps\communication\晚约\portrait.model
果蜜直播,video,多瑙河.model,E:\mobilesec\apps\video\果蜜直播\多瑙河.model
U球,video,ldmodel.bin,E:\mobilesec\apps\video\U球\ldmodel.bin
偶派,communication,tt_face_beauty_v5.0.model,E:\mobilesec\apps\communication\偶派\tt_face_beauty_v5.0.model
900出行司机端,travel,M_Face_Quality_Assessment.model,E:\mobilesec\apps\travel\900出行司机端\M_Face_Quality_Assessment.model
呱呱直播,video,filter_style_xuejie.model,E:\mobilesec\apps\video\呱呱直播\filter_style_xuejie.model
中国移动浙江,life,M_Liveness_Antispoofing.model,E:\mobilesec\apps\life\中国移动浙江\M_Liveness_Antispoofing.model
贵州公安,life,KM_RGB_Liveness_General_Face_FP32_12.1.44_half_compression_v2_origin.model,E:\mobilesec\apps\life\贵州公安\KM_RGB_Liveness_General_Face_FP32_12.1.44_half_compression_v2_origin.model
盒小圈,finance,track.model,E:\mobilesec\apps\finance\盒小圈\track.model
看茂县,news,integrity_model_secret.bin,E:\mobilesec\apps\news\看茂县\integrity_model_secret.bin
酷我音乐,video,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\video\酷我音乐\acn_535_net2.opt.tnnmodel
蜜聊直播,video,tt_hand_lr_v2.0.model,E:\mobilesec\apps\video\蜜聊直播\tt_hand_lr_v2.0.model
贵州通,exam,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\exam\贵州通\M_Detect_Hunter_SmallFace.model
脉脉,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\脉脉\acn_535_net1.opt.tnnmodel
鄞州银行手机银行,finance,oliveapp_face_model.zip,E:\mobilesec\apps\finance\鄞州银行手机银行\oliveapp_face_model.zip
转转,shopping,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\shopping\转转\acn_535_net2.opt.tnnmodel
鱼豹直播,video,model.bin,E:\mobilesec\apps\video\鱼豹直播\model.bin
微视宝,video,skeletonModel_v3.1.11.bin,E:\mobilesec\apps\video\微视宝\skeletonModel_v3.1.11.bin
秀秀直播,video,peach.model,E:\mobilesec\apps\video\秀秀直播\peach.model
Corgi,life,fdmodel.bin,E:\mobilesec\apps\life\Corgi\fdmodel.bin
她伴,communication,face_reshape.model,E:\mobilesec\apps\communication\她伴\face_reshape.model
汇正财经,finance,quality_model_secret.bin,E:\mobilesec\apps\finance\汇正财经\quality_model_secret.bin
小黄鸭视频,video,3.model,E:\mobilesec\apps\video\小黄鸭视频\3.model
秀秀直播,video,babypink.model,E:\mobilesec\apps\video\秀秀直播\babypink.model
360信用钱包,finance,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\finance\360信用钱包\1105_mbv2_eye_ch3.opt.tnnmodel
桥架弯头计算器,life,10.model,E:\mobilesec\apps\life\桥架弯头计算器\10.model
海南一卡通,life,M_Face_Quality_Assessment.model,E:\mobilesec\apps\life\海南一卡通\M_Face_Quality_Assessment.model
猎游,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\猎游\acn_535_net1.opt.tnnmodel
桔多多,shopping,M_Align_occlusion.model,E:\mobilesec\apps\shopping\桔多多\M_Align_occlusion.model
淘返利,shopping,landmark.model,E:\mobilesec\apps\shopping\淘返利\landmark.model
及客司机,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\及客司机\M_Detect_Hunter_SmallFace.model
酷我音乐,video,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\video\酷我音乐\acn_535_net1.opt.tnnmodel
米画师,office,ldmodel.bin,E:\mobilesec\apps\office\米画师\ldmodel.bin
小熊直播,video,filter_style_sunlight.model,E:\mobilesec\apps\video\小熊直播\filter_style_sunlight.model
心语,communication,ziranguang.model,E:\mobilesec\apps\communication\心语\ziranguang.model
奇遇助手,video,M_SenseME_Face_Video_5.3.3.model,E:\mobilesec\apps\video\奇遇助手\M_SenseME_Face_Video_5.3.3.model
易上网,communication,model2.bin,E:\mobilesec\apps\communication\易上网\model2.bin
桥架弯头计算器,life,1031.model,E:\mobilesec\apps\life\桥架弯头计算器\1031.model
变蝶,video,filter_brightness.model,E:\mobilesec\apps\video\变蝶\filter_brightness.model
爱唱,video,tt_matting_v12.0.model,E:\mobilesec\apps\video\爱唱\tt_matting_v12.0.model
拼图鸭相机,photo,beauty305.model,E:\mobilesec\apps\photo\拼图鸭相机\beauty305.model
Huluwa,communication,8.model,E:\mobilesec\apps\communication\Huluwa\8.model
进门财经,finance,detect_model.bin,E:\mobilesec\apps\finance\进门财经\detect_model.bin
中原证券掌中网专业版,finance,det1_half.caffemodel,E:\mobilesec\apps\finance\中原证券掌中网专业版\det1_half.caffemodel
音频剪辑,video,hed_lite_model_quantize.tflite,E:\mobilesec\apps\video\音频剪辑\hed_lite_model_quantize.tflite
桔多多,shopping,M_Face_Quality_Assessment.model,E:\mobilesec\apps\shopping\桔多多\M_Face_Quality_Assessment.model
恒泰九点半,finance,det2_half.caffemodel,E:\mobilesec\apps\finance\恒泰九点半\det2_half.caffemodel
陕西信合,finance,IdDetModel.bin,E:\mobilesec\apps\finance\陕西信合\IdDetModel.bin
一元抓娃娃,life,ldmodel.bin,E:\mobilesec\apps\life\一元抓娃娃\ldmodel.bin
课栈,exam,ldmodel.bin,E:\mobilesec\apps\exam\课栈\ldmodel.bin
中食云创,shopping,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\shopping\中食云创\acn_535_net1.opt.tnnmodel
快数,health,sk_model_ropeSkipping_check_sheng_20220118.tflite,E:\mobilesec\apps\health\快数\sk_model_ropeSkipping_check_sheng_20220118.tflite
如祺出行,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\如祺出行\M_Detect_Hunter_SmallFace.model
Feijiu网,shopping,integrity_model_secret.bin,E:\mobilesec\apps\shopping\Feijiu网\integrity_model_secret.bin
帮帮字幕翻译,system,ocr_jp_models.zip,E:\mobilesec\apps\system\帮帮字幕翻译\ocr_jp_models.zip
桥架弯头计算器,life,1027.model,E:\mobilesec\apps\life\桥架弯头计算器\1027.model
中国移动浙江,life,model.pb,E:\mobilesec\apps\life\中国移动浙江\model.pb
钢构宝,shopping,quality_model_secret.bin,E:\mobilesec\apps\shopping\钢构宝\quality_model_secret.bin
大轰,video,quality_model_secret.bin,E:\mobilesec\apps\video\大轰\quality_model_secret.bin
百信银行,finance,integrity_model_secret.bin,E:\mobilesec\apps\finance\百信银行\integrity_model_secret.bin
心语,communication,peach.model,E:\mobilesec\apps\communication\心语\peach.model
苏州银行,finance,IdDetModel_auxi.bin,E:\mobilesec\apps\finance\苏州银行\IdDetModel_auxi.bin
红袖直播,video,tt_hand_det_v10.0.model,E:\mobilesec\apps\video\红袖直播\tt_hand_det_v10.0.model
心语,communication,M_SenseME_Face_Extra_Advanced_6.0.13.model,E:\mobilesec\apps\communication\心语\M_SenseME_Face_Extra_Advanced_6.0.13.model
广汽三菱,travel,model.zip,E:\mobilesec\apps\travel\广汽三菱\model.zip
街唱,communication,filter_swirl.model,E:\mobilesec\apps\communication\街唱\filter_swirl.model
红人直播,video,tt_hand_box_reg_v11.0.model,E:\mobilesec\apps\video\红人直播\tt_hand_box_reg_v11.0.model
懒人听书,news,M_SenseME_Face_Video_5.3.4.model,E:\mobilesec\apps\news\懒人听书\M_SenseME_Face_Video_5.3.4.model
飞常准,travel,KM_August_Face_Gray_PPL_2.6.3_half_compression_v2_origin.model,E:\mobilesec\apps\travel\飞常准\KM_August_Face_Gray_PPL_2.6.3_half_compression_v2_origin.model
易达出行司机,travel,ldmodel.bin,E:\mobilesec\apps\travel\易达出行司机\ldmodel.bin
实用百宝箱,system,integrity_model_secret.bin,E:\mobilesec\apps\system\实用百宝箱\integrity_model_secret.bin
深圳通,travel,liveness.model,E:\mobilesec\apps\travel\深圳通\liveness.model
果蜜直播,video,柔光.model,E:\mobilesec\apps\video\果蜜直播\柔光.model
豫事办,life,M_Face_Quality.model,E:\mobilesec\apps\life\豫事办\M_Face_Quality.model
即商通,office,cardfront_model.zip,E:\mobilesec\apps\office\即商通\cardfront_model.zip
黔农云,finance,idcard_model.zip,E:\mobilesec\apps\finance\黔农云\idcard_model.zip
探陌,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\探陌\acn_535_net1.opt.tnnmodel
红人直播,video,tt_hand_gesture_v10.0.model,E:\mobilesec\apps\video\红人直播\tt_hand_gesture_v10.0.model
浙商汇金谷,finance,IdDetModel_auxi.bin,E:\mobilesec\apps\finance\浙商汇金谷\IdDetModel_auxi.bin
杏爱直播,video,M_SenseME_Face_Video_5.3.3.model,E:\mobilesec\apps\video\杏爱直播\M_SenseME_Face_Video_5.3.3.model
新氧极速版,health,tt_face_attribute_v6.1.model,E:\mobilesec\apps\health\新氧极速版\tt_face_attribute_v6.1.model
还呗,finance,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\finance\还呗\1105_mbv2_eye_ch3.opt.tnnmodel
我看直播,video,filter_exposure.model,E:\mobilesec\apps\video\我看直播\filter_exposure.model
快来车,travel,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\travel\快来车\1102_mbv2_p1_eye.opt.tnnmodel
苏宁易购,shopping,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\shopping\苏宁易购\acn_535_net2.opt.tnnmodel
吉汽约车司机端,travel,M_Align_occlusion.model,E:\mobilesec\apps\travel\吉汽约车司机端\M_Align_occlusion.model
比财,finance,keypt_track_model_sdm_9pts.bin,E:\mobilesec\apps\finance\比财\keypt_track_model_sdm_9pts.bin
红松极速版,exam,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\exam\红松极速版\acn_535_net2.opt.tnnmodel
华志专升本,exam,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\exam\华志专升本\acn_535_net2.opt.tnnmodel
豌豆思维,exam,tt_face_v10.0.model,E:\mobilesec\apps\exam\豌豆思维\tt_face_v10.0.model
好童声,video,filter_style_star_1.4.0.model,E:\mobilesec\apps\video\好童声\filter_style_star_1.4.0.model
乐嗨直播,video,tt_hand_det_v10.0.model,E:\mobilesec\apps\video\乐嗨直播\tt_hand_det_v10.0.model
小黄鸭视频,video,4.model,E:\mobilesec\apps\video\小黄鸭视频\4.model
北肿云病历,health,ldmodel.bin,E:\mobilesec\apps\health\北肿云病历\ldmodel.bin
附近约会平台,communication,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\communication\附近约会平台\1102_mbv2_p1_eye.opt.tnnmodel
7788收藏,shopping,integrity_model_secret.bin,E:\mobilesec\apps\shopping\7788收藏\integrity_model_secret.bin
小荷健康,health,tt_beauty_attr6_v2.0.model,E:\mobilesec\apps\health\小荷健康\tt_beauty_attr6_v2.0.model
提词器,life,ms_face240_v2.0.1.model,E:\mobilesec\apps\life\提词器\ms_face240_v2.0.1.model
苏宁易购,shopping,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\shopping\苏宁易购\acn_535_net1.opt.tnnmodel
J刻出行司机端,travel,M_Face_Quality_Assessment.model,E:\mobilesec\apps\travel\J刻出行司机端\M_Face_Quality_Assessment.model
丽信,communication,SenseID_Silent_Liveness.model,E:\mobilesec\apps\communication\丽信\SenseID_Silent_Liveness.model
小巷约车司机端,travel,M_Detect_Hunter_SmallFace.model,E:\mobilesec\apps\travel\小巷约车司机端\M_Detect_Hunter_SmallFace.model
船旺船东,travel,quality_model_secret.bin,E:\mobilesec\apps\travel\船旺船东\quality_model_secret.bin
智慧体育,exam,tt_skeleton_v7.49.model,E:\mobilesec\apps\exam\智慧体育\tt_skeleton_v7.49.model
绿联云,system,detect.caffemodel,E:\mobilesec\apps\system\绿联云\detect.caffemodel
知音楼,office,v324.opt.tnnmodel,E:\mobilesec\apps\office\知音楼\v324.opt.tnnmodel
天仙直播,video,tt_face_v10.0.model,E:\mobilesec\apps\video\天仙直播\tt_face_v10.0.model
她去直播,video,filter_style_babypink.model,E:\mobilesec\apps\video\她去直播\filter_style_babypink.model
云眸·社区(物业版),travel,quality_model_secret.bin,E:\mobilesec\apps\travel\云眸·社区(物业版)\quality_model_secret.bin
名片识别王,system,integrity_model_secret.bin,E:\mobilesec\apps\system\名片识别王\integrity_model_secret.bin
比融,finance,fdmodel.bin,E:\mobilesec\apps\finance\比融\fdmodel.bin
招联金融,shopping,acn_535_net2.opt.tnnmodel,E:\mobilesec\apps\shopping\招联金融\acn_535_net2.opt.tnnmodel
酷狗唱唱,video,tt_face_v8.2.model,E:\mobilesec\apps\video\酷狗唱唱\tt_face_v8.2.model
中国婚博会,shopping,tt_face_extra_v13.0.model,E:\mobilesec\apps\shopping\中国婚博会\tt_face_extra_v13.0.model
美颜自拍相机,photo,MTAge_model.bin,E:\mobilesec\apps\photo\美颜自拍相机\MTAge_model.bin
帮帮题作业,exam,quality_model_secret.bin,E:\mobilesec\apps\exam\帮帮题作业\quality_model_secret.bin
顽皮,communication,fdmodel2.bin,E:\mobilesec\apps\communication\顽皮\fdmodel2.bin
音频提取转换工具,video,hed_lite_model_quantize.tflite,E:\mobilesec\apps\video\音频提取转换工具\hed_lite_model_quantize.tflite
红松极速版,exam,SegmentationModel.model,E:\mobilesec\apps\exam\红松极速版\SegmentationModel.model
秀秀直播,video,modern.model,E:\mobilesec\apps\video\秀秀直播\modern.model
合利付,finance,M_Align_occlusion.model,E:\mobilesec\apps\finance\合利付\M_Align_occlusion.model
爱唱,video,tt_memoji_match_facial_v5.0.model,E:\mobilesec\apps\video\爱唱\tt_memoji_match_facial_v5.0.model
蒙商银行,finance,KM_Pageant_88id_Fcfp32_ppl_1.0.7_half_compression_v2_origin.model,E:\mobilesec\apps\finance\蒙商银行\KM_Pageant_88id_Fcfp32_ppl_1.0.7_half_compression_v2_origin.model
偶派,communication,tt_face_attribute_extra_v3.0.model,E:\mobilesec\apps\communication\偶派\tt_face_attribute_extra_v3.0.model
i许昌,life,live_pose.model,E:\mobilesec\apps\life\i许昌\live_pose.model
青藤之恋,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\青藤之恋\acn_535_net1.opt.tnnmodel
爱爱直播,video,4.model,E:\mobilesec\apps\video\爱爱直播\4.model
蔷薇出行司机端,travel,M_Liveness_Cnn_half.model,E:\mobilesec\apps\travel\蔷薇出行司机端\M_Liveness_Cnn_half.model
建龙快成物流,travel,integrity_model_secret.bin,E:\mobilesec\apps\travel\建龙快成物流\integrity_model_secret.bin
铃语,video,8.model,E:\mobilesec\apps\video\铃语\8.model
伊对,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\伊对\acn_535_net1.opt.tnnmodel
美逛,shopping,tt_face_attribute_v5.0.model,E:\mobilesec\apps\shopping\美逛\tt_face_attribute_v5.0.model
一伴婚恋相亲交友,communication,integrity_model_secret.bin,E:\mobilesec\apps\communication\一伴婚恋相亲交友\integrity_model_secret.bin
花葵直播,video,filter_style_ol.model,E:\mobilesec\apps\video\花葵直播\filter_style_ol.model
秀秀直播,video,M_SenseME_Face_Video_7.0.0.model,E:\mobilesec\apps\video\秀秀直播\M_SenseME_Face_Video_7.0.0.model
美人相机,photo,mrface_gender.model,E:\mobilesec\apps\photo\美人相机\mrface_gender.model
附近约会平台,communication,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\communication\附近约会平台\acn_535_net1.opt.tnnmodel
返小妞,shopping,landmark.model,E:\mobilesec\apps\shopping\返小妞\landmark.model
弈客围棋,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\弈客围棋\1105_mbv2_eye_ch3.opt.tnnmodel
人人租,shopping,ldmodel.bin,E:\mobilesec\apps\shopping\人人租\ldmodel.bin
Classpod,exam,M_SenseME_Hand_5.4.0.model,E:\mobilesec\apps\exam\Classpod\M_SenseME_Hand_5.4.0.model
爱唱,video,tt_petface_v3.0.model,E:\mobilesec\apps\video\爱唱\tt_petface_v3.0.model
春雨诊所,health,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\health\春雨诊所\1102_mbv2_p1_eye.opt.tnnmodel
皖事通,communication,KM_Hunter_SmallFace_Gray_ppl_9.6.1_half_compression_v1_weak.model,E:\mobilesec\apps\communication\皖事通\KM_Hunter_SmallFace_Gray_ppl_9.6.1_half_compression_v1_weak.model
桥架弯头计算器,life,1033.model,E:\mobilesec\apps\life\桥架弯头计算器\1033.model
麦邻,communication,quality_model_secret.bin,E:\mobilesec\apps\communication\麦邻\quality_model_secret.bin
偶派,communication,tt_face_attribute_v7.0.model,E:\mobilesec\apps\communication\偶派\tt_face_attribute_v7.0.model
桥架弯头计算器,life,19.model,E:\mobilesec\apps\life\桥架弯头计算器\19.model
奇遇世界,video,7.model,E:\mobilesec\apps\video\奇遇世界\7.model
一起秀直播,video,filter_style_ueno.model,E:\mobilesec\apps\video\一起秀直播\filter_style_ueno.model
招钱进宝APP,finance,acn_535_net1.opt.tnnmodel,E:\mobilesec\apps\finance\招钱进宝APP\acn_535_net1.opt.tnnmodel
想她,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\想她\1105_mbv2_eye_ch3.opt.tnnmodel
廊坊直销银行,finance,face_detect.model,E:\mobilesec\apps\finance\廊坊直销银行\face_detect.model
泓华医生,health,integrity_model_secret.bin,E:\mobilesec\apps\health\泓华医生\integrity_model_secret.bin
顺道司机,travel,quality_model_secret.bin,E:\mobilesec\apps\travel\顺道司机\quality_model_secret.bin
YY安全中心,system,1102_mbv2_p1_eye.opt.tnnmodel,E:\mobilesec\apps\system\YY安全中心\1102_mbv2_p1_eye.opt.tnnmodel
东方财富,finance,KM_RGB_Liveness_General_Face_FP32_12.1.44_half_compression_v2_origin.model,E:\mobilesec\apps\finance\东方财富\KM_RGB_Liveness_General_Face_FP32_12.1.44_half_compression_v2_origin.model
帮作业答案,exam,integrity_model_secret.bin,E:\mobilesec\apps\exam\帮作业答案\integrity_model_secret.bin
红杏视频,video,filter_style_sakura_1.5.0.model,E:\mobilesec\apps\video\红杏视频\filter_style_sakura_1.5.0.model
苏州银行,finance,model_blocklocbc_quant.bin,E:\mobilesec\apps\finance\苏州银行\model_blocklocbc_quant.bin
移证通,system,model2.bin,E:\mobilesec\apps\system\移证通\model2.bin
富国富钱包,finance,M_Liveness_Cnn_half.model,E:\mobilesec\apps\finance\富国富钱包\M_Liveness_Cnn_half.model
马卡龙玩图,photo,M_SenseME_Face_Picture_5.3.3.model,E:\mobilesec\apps\photo\马卡龙玩图\M_SenseME_Face_Picture_5.3.3.model
随刻创作,photo,sky_seg.tnnmodel,E:\mobilesec\apps\photo\随刻创作\sky_seg.tnnmodel
知友,communication,1105_mbv2_eye_ch3.opt.tnnmodel,E:\mobilesec\apps\communication\知友\1105_mbv2_eye_ch3.opt.tnnmodel
爽爽bank,finance,model_blocklocbc_quant.bin,E:\mobilesec\apps\finance\爽爽bank\model_blocklocbc_quant.bin
懒人听书,news,ldmodel.bin,E:\mobilesec\apps\news\懒人听书\ldmodel.bin
小象优品,shopping,liveness_2.0_half.model,E:\mobilesec\apps\shopping\小象优品\liveness_2.0_half.model
悦道出行司机端,travel,fdmodel.bin,E:\mobilesec\apps\travel\悦道出行司机端\fdmodel.bin
企鹅体育,video,model_3_0.bin,E:\mobilesec\apps\video\企鹅体育\model_3_0.bin
